"","296-100-0.22","296-20-0.22","296-40-0.22","296-60-0.22","297-100-0.22","297-20-0.22","297-40-0.22","297-60-0.22","298-100-0.22","298-200-0.22","298-40-0.22","298-60-0.22","300-100-0.22","300-20-0.22","300-200-0.22","300-40-0.22","300-60-0.22","302-100-0.22","302-200-0.22","302-40-0.22","302-60-0.22","304-100-0.22","304-200-0.22","304-40-0.22","304-70-0.22","306-100-0.22","306-20-0.22","306-200-0.22","306-40-0.22","306-60-0.22","307-100-0.22","307-20-0.22","307-200-0.22","307-40-0.22","307-60-0.22","310-100-0.22","310-20-0.22","310-200-0.22","310-40-0.22","310-60-0.22","311-100-0.22","311-20-0.22","311-200-0.22","311-40-0.22","311-60-0.22","312-20-0.22","312-200-0.22","312-60-0.22","313-20-0.22","313-200-0.22","313-60-0.22","313-90-0.22","314-20-0.22","314-200-0.22","314-60-0.22","314-95-0.22","315-100-0.22","315-20-0.22","315-200-0.22","315-40-0.22","315-65-0.22","317-100-0.22","317-20-0.22","317-200-0.22","317-40-0.22","317-60-0.22","318-100-0.22","318-20-0.22","318-200-0.22","318-40-0.22","318-50-0.22","319-100-0.22","319-200-0.22","319-40-0.22","319-60-0.22","320-20-0.22","320-60-0.22","321-200-0.22","321-40-0.22","322-100-0.22","322-200-0.22","322-40-0.22","322-60-0.22","323-70-0.22","324-200-0.22","324-40-0.22","329-20-0.22","329-200-0.22","329-60-0.22","330-20-0.22","330-60-0.22","298-20-0.22","323-20-0.22","323-200-0.22","326-100-0.22","326-20-0.22","326-200-0.22","326-40-0.22","326-55-0.22","330-100-0.22","330-200-0.22","302-20-0.22","321-100-0.22","321-20-0.22","321-60-0.22","322-20-0.22","323-100-0.22","324-60-0.22","329-100-0.22","329-40-0.22","330-40-0.22","178-100-0.22","178-20-0.22","178-200-0.22","178-40-0.22","178-60-0.22","179-100-0.22","179-20-0.22","179-60-0.22","193-100-0.22","193-20-0.22","193-200-0.22","193-40-0.22","241-100-0.22","241-20-0.22","241-200-0.22","241-40-0.22","241-60-0.22","262-100-0.22","262-20-0.22","262-200-0.22","262-40-0.22","262-60-0.22","267-100-0.22","267-20-0.22","267-200-0.22","267-60-0.22","287-100-0.22","287-20-0.22","287-200-0.22","287-40-0.22","287-60-0.22"
"326-40-0.22",1,1,1,1,1,1,0.98,1,1,1,1,1,0.98,0.56,1,0.52,0.76,0.99,1,-0.37,-0.03,1,1,-0.26,-0.49,1,1,1,1,0.99,1,1,1,0.99,1,1,1,1,0.98,0.99,0.94,0.98,1,0.99,0.99,0.99,1,0.99,0.94,1,1,0.98,0.94,1,0.99,1,1,1,1,1,1,1,0.91,1,0.93,1,1,0.7,1,0.69,1,1,1,1,1,0.98,0.35,0.92,0.15,1,1,0.69,0.74,-0.04,0.98,-0.97,-0.1,1,0.76,0.92,0.92,0.94,-0.81,0.72,0.21,-1,1,0,-0.87,0.39,0.7,0.02,1,0.87,0.76,0.14,0.81,-0.98,0.97,0.49,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"326-55-0.22",1,1,1,1,1,1,1,1,1,1,1,1,0.93,0.93,1,0.96,0.97,0.97,1,0.5,0.36,1,1,0.64,0.26,0.99,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,0.98,1,1,1,1,1,1,1,0.98,1,1,0.99,0.99,1,1,0.97,1,1,1,1,1,0.99,0.93,1,0.63,0.9,1,0.81,0.99,0.79,0.98,0.99,1,1,1,0.99,0.54,0.73,0.74,1,0.98,0.96,0.87,0.21,0.5,-0.29,0.74,0.99,0.97,0.98,0.95,1,-0.11,-0.13,-0.8,-0.63,0.99,-0.87,0,0.77,0.51,0.85,0.99,0.97,0.83,0.79,0.75,-0.01,0.96,0.94,0.97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"330-100-0.22",-0.53,-0.67,-0.58,-0.57,-0.38,-0.58,-0.78,-0.4,0.38,0.76,-0.51,-0.53,-0.71,-0.24,0.34,0.71,0.43,0.3,0.65,0.81,0.48,0.81,0.79,0.83,0.56,0.99,0.99,0.99,0.99,0.98,1,0.96,1,0.97,0.99,1,0.99,1,0.99,0.98,0.99,0.95,0.99,0.98,0.98,0.96,1,0.99,0.98,1,0.99,1,0.92,0.99,0.99,0.95,0.97,0.99,0.98,0.97,0.97,0.81,0.76,0.99,0.21,0.09,1,0.54,0.99,0.35,0.81,0.92,0.99,0.06,0.65,0.29,-0.33,-0.63,-0.6,0.46,0.78,-0.15,-0.49,-0.68,0.19,-0.63,-0.98,-0.9,-1,-1,-1,-0.89,0.2,0.81,0.95,-0.16,1,0.39,0.77,0,-0.87,0.89,0.33,0.34,-0.12,-0.26,-0.25,-0.45,-0.99,-0.99,-1,-0.2,-0.45,-0.18,-0.47,-0.42,0.26,0.58,0.65,0.97,0.9,0.97,0.88,0.96,0.8,0.98,0.97,0.97,0.94,0.78,0.96,0.79,0.87,0.74,0.78,0.89,0.85,0.98,0.73,0.97,0.84,0.94
"330-200-0.22",0.68,0.46,0.57,0.21,0.29,0.76,0.52,0.69,0.32,0.48,0.77,0.56,-0.23,0.92,-0.77,0.98,0.92,0.35,-0.27,0.92,0.72,0.39,-0.55,0.98,0.83,0.89,1,0.3,1,1,0.96,0.99,0.65,0.99,0.99,0.95,1,0.41,1,0.99,0.99,0.98,0.34,0.99,0.99,1,0.24,0.98,0.99,0.3,1,1,0.96,-0.06,1,0.82,-0.08,1,-0.25,0.98,0.84,-0.34,0.76,-0.17,-0.12,-0.74,0.22,0.72,0.21,0.79,0.46,-0.6,-0.25,-0.34,-0.36,-0.21,0.08,-0.46,0.42,-0.63,-0.32,0.78,0.45,-0.05,-0.62,0.16,-0.68,-1,-0.79,-0.51,-0.81,0.24,0.54,0.05,0.68,0.29,-0.06,0.7,0.51,-0.87,0,0.96,0.25,0.61,0.38,0.62,-0.11,0.41,-0.99,-0.32,-0.55,0.51,0.8,0.31,0.74,0.68,0.7,0.94,0.97,0.98,0.99,0.91,0.99,0.88,0.98,0.78,0.98,0.99,0.64,0.92,0.13,0.92,0.8,0.97,0.97,0.83,0.99,0.74,0.86,0.13,0.79,0.87
"302-20-0.22",1,1,1,1,1,1,1,1,1,1,1,1,0.75,-0.96,1,-1,-1,0.99,1,-1,-0.93,1,1,-1,-0.47,1,-1,1,-1,-1,0.96,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-0.99,1,-1,-1,-1,1,-1,0.78,1,-0.99,1,-0.86,0.95,1,-0.88,1,0.74,1,1,-0.96,1,0.17,1,1,1,1,1,0.71,-0.38,0.88,0.45,1,1,-0.59,-0.3,-0.49,0.99,-0.82,0.76,1,1,1,0.99,1,-0.27,1,1,-0.42,1,0.02,0.85,0.89,0.96,0,1,0.36,1,0.93,0.95,0.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"321-100-0.22",1,1,1,1,1,1,1,1,1,1,1,1,0.26,0.99,0.93,1,1,-0.25,0.51,1,0.99,-0.22,0.7,1,1,0.84,1,0.94,1,1,0.99,1,0.98,1,1,0.74,1,0.1,1,1,1,1,0.44,1,1,1,1,1,1,0.99,1,1,1,1,1,0.75,0.95,1,1,1,0.81,0.74,0.98,1,0.23,0.81,1,1,1,0.86,0.57,0.98,1,0.68,0.92,0.7,-0.64,-1,0.71,0.45,0.16,0.53,-0.78,-0.71,0.12,0.93,0.64,0.53,0.98,0.99,0.86,1,1,0.91,0.97,1,1,1,0.99,0.33,0.25,1,0,0.99,-0.49,0.9,-0.37,0.99,0.99,0.99,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"321-20-0.22",1,1,1,1,1,1,0.99,1,1,1,1,0.97,0.6,-0.94,1,0.24,-0.38,0.95,1,0.18,0.28,1,1,0.16,0.74,1,0.59,1,0.53,0.81,1,0.1,1,0.05,0.68,1,0.6,1,0.71,-0.28,-0.16,-0.5,1,-0.01,0.29,-0.49,1,0.52,0.05,1,0.79,0.89,-0.5,1,0.2,0.86,1,0.14,1,-0.19,0.96,1,-0.81,1,0.69,0.99,1,-0.62,1,-0.38,0.99,1,1,1,1,-0.72,-0.99,0.23,-1,1,1,-1,-1,-0.99,0.51,0.14,-0.11,0.87,0.43,-0.01,0.65,0.88,0,0.69,1,0.63,1,0.87,0.97,0.34,0.61,0.36,0.99,0,-0.2,-0.98,0.31,0.25,0.72,0.35,0.23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"321-60-0.22",1,1,1,1,1,1,1,1,1,1,1,1,-0.33,-0.11,1,0.94,0.79,-0.4,0.99,0.99,0.07,0.5,0.99,0.98,0.66,0.75,1,1,1,1,0.9,0.99,1,0.99,1,0.81,1,0.97,1,0.96,0.95,0.95,0.99,0.99,1,0.97,1,1,0.99,1,1,1,0.91,1,0.99,0.29,1,0.99,1,0.92,0.59,0.99,0.25,1,-0.17,0.98,1,0.7,1,-0.67,0.67,1,1,0.92,1,0.15,-1,-1,-1,0.97,0.96,-0.97,-1,-1,0.52,0.13,-0.24,0.75,-0.12,0.26,0.05,0.91,0.72,0.93,0.93,0.72,1,0.76,0.83,-0.12,0.38,1,-0.49,-0.2,0,-0.73,-1,-0.12,0.39,0.51,0.45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"322-20-0.22",0.99,0.98,0.99,1,1,0.98,0.66,1,1,1,0.99,0.5,0.42,-0.84,1,0.64,0.38,0.86,1,0.77,0.03,1,1,0.64,0.57,1,0.99,1,0.98,0.97,1,0.87,1,0.84,0.98,1,0.99,1,0.99,0.67,0.76,0.6,1,0.84,0.94,0.65,1,0.98,0.94,1,1,0.99,0.61,1,0.9,0.88,1,0.9,1,0.84,0.97,1,-0.19,1,0.57,1,1,0.18,1,-0.68,0.96,1,1,1,1,-0.46,-1,-0.2,-1,1,1,-1,-1,-1,0.96,-0.64,-0.9,0.93,-0.52,-0.63,-0.11,-0.02,-0.69,1,0.99,-0.26,1,0.14,0.79,-0.26,0.62,0.93,0.9,-0.98,-0.73,0,-0.47,-0.68,0.08,-0.27,-0.35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"323-100-0.22",1,1,1,1,1,1,1,1,1,1,1,1,-0.49,0.76,0.99,0.97,0.95,-0.82,0.86,0.95,0.31,0.44,0.96,0.96,0.57,0.45,1,0.99,1,0.99,0.84,1,1,0.99,0.99,0.8,1,0.87,1,0.99,0.98,0.97,0.9,0.99,1,0.98,1,1,0.95,1,1,0.99,0.93,1,1,0.24,1,1,1,0.98,0.63,0.86,0.76,1,-0.34,0.84,1,0.8,1,0.32,0.49,1,1,0.72,0.98,0.33,-0.93,-1,-0.4,0.78,0.73,0.01,-0.94,-1,-0.17,-0.05,-0.23,0.37,0.36,0.38,0.09,0.96,0.89,0.73,0.79,0.72,1,0.81,0.75,-0.25,-0.11,0.95,-0.37,0.31,-1,-0.47,0,-0.36,0.25,0.2,0.22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"324-60-0.22",1,0.99,0.99,1,1,0.97,0.8,1,1,1,1,0.9,0.19,-0.61,1,0.37,0,0.53,1,0.19,-0.62,0.99,1,-0.01,-0.57,0.98,0.99,1,0.98,0.97,0.99,0.95,1,0.93,0.98,1,0.99,1,0.96,0.82,0.74,0.74,1,0.87,0.91,0.9,1,0.98,0.83,1,0.99,0.98,0.9,1,0.98,0.77,1,0.98,1,0.93,0.97,0.99,0.49,1,0.43,1,1,0.54,1,-0.02,0.85,1,1,1,1,0.41,-0.53,-0.19,-0.9,1,0.99,-0.4,-0.55,-1,0.7,-1,-0.9,0.81,-0.03,0.05,-0.17,0.28,-0.11,1,0.83,-1,1,-0.98,-0.01,-0.45,0.41,0.25,0.99,0.25,-0.12,-0.68,-0.36,0,0.41,-0.28,-0.06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"329-100-0.22",0.78,0.55,0.67,0.74,0.97,0.64,0.04,0.89,1,1,0.63,0.6,0.22,0.83,0.99,1,1,0.56,0.96,1,0.98,0.97,0.97,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,0.99,1,0.98,0.99,1,1,1,0.99,0.89,1,1,0.66,0.78,1,1,1,0.82,0.85,0.99,1,0.86,0.99,0.74,0.49,-0.68,0.05,0.81,0.81,0.69,0.4,-0.21,-0.05,0.41,-1,-0.93,-1,-0.99,-1,-0.37,0.99,0.78,0.96,0.89,1,0.97,0.96,-0.99,-0.99,1,0.99,0.72,0.39,0.08,0.25,0.41,0,-1,-1,1,0.99,1,0.99,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"329-40-0.22",0.15,0.18,0.25,0.48,0.85,0.11,-0.75,0.4,1,1,-0.15,-0.61,0.07,0.08,1,1,0.96,0.63,1,1,0.71,0.99,1,1,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,0.99,0.96,0.91,1,0.57,0.97,1,0.98,1,0.34,0.86,1,1,0.98,1,0.54,-0.12,-0.12,-0.77,1,0.95,-0.1,-0.18,-0.7,0.65,-0.38,-1,0.02,-1,-1,-1,-0.98,0.59,0.97,0.98,0.22,1,0.49,0.94,-0.99,-0.32,1,0.99,0.35,0.51,-0.27,0.2,-0.28,-1,0,-1,0.98,0.69,0.96,0.71,0.87,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"330-40-0.22",-0.46,-0.48,-0.43,-0.2,0.76,-0.25,-0.58,0.32,0.99,1,-0.34,-0.36,0.03,0.1,1,1,0.97,0.61,0.99,1,0.78,0.99,1,1,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95,1,1,1,1,0.99,0.95,0.94,1,0.57,0.96,1,0.99,1,0.26,0.88,1,1,0.95,1,0.37,-0.13,-0.26,-0.68,0.97,0.9,-0.09,-0.21,-0.64,0.49,-0.17,-1,-0.19,-1,-1,-1,-0.9,0.91,0.97,0.99,0.63,1,0.81,0.97,-1,-0.55,1,0.99,0.23,0.45,-0.35,0.22,-0.06,-1,-1,0,0.95,0.49,0.88,0.53,0.77,1,0.84,0.98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"178-100-0.22",-0.75,-0.73,-0.66,-0.67,-1,-0.82,-0.53,-1,-1,-0.87,-0.93,-0.56,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,-0.03,0.9,0.92,0.75,0.64,-0.15,1,1,1,1,1,1,1,-0.2,0.51,1,1,1,1,1,1,1,1,0.98,0.95,0,-1,-1,-1,-1,0,-0.66,-0.66,-0.51,-0.45,-0.09,-0.42,-0.6,-0.57,0.99,-0.36,0.32,-0.3,0.47,0.92,-0.48,-0.65,-0.66,-0.52,-0.69,-0.45,-0.55,-0.11,0.79,-0.27,-0.2
"178-20-0.22",-0.63,-0.53,-0.56,-0.44,-0.78,-0.96,-0.89,-0.96,-0.95,-0.04,-0.99,-0.82,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,0.93,1,1,1,0.96,0.97,1,0.98,-0.46,0.98,0.65,0.16,0.21,-0.65,1,1,1,1,1,1,1,-0.45,0.8,1,1,1,1,1,1,1,0.99,0.69,0.49,-1,0,-0.57,-1,-1,0.17,-0.83,-0.84,-0.27,-0.52,0.39,-0.51,-0.03,-0.67,1,-0.27,0.63,0.4,0.18,1,-0.69,-0.61,-0.73,-0.65,-0.24,-0.56,-0.21,-0.34,1,-0.46,-0.37
"178-200-0.22",-0.76,-0.86,-0.72,-0.84,-0.99,-0.36,-0.05,-0.99,-0.88,-0.94,-0.53,0.13,0.97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,0.02,0.78,0.87,0.55,0.63,-0.05,1,1,1,1,1,1,1,-0.18,0.31,1,1,1,1,1,1,1,1,0.96,0.88,-1,-0.57,0,-0.7,-0.95,-0.39,-0.43,-0.3,-0.01,0.16,-0.12,0.24,-0.42,0.02,0.91,0.14,0.33,-0.74,0.61,0.14,0.22,0.09,-0.01,0.07,-0.38,0.22,-0.23,0.58,0.16,0.4,0.48
"178-40-0.22",-0.65,-0.76,-0.81,-0.73,-0.79,-1,-0.98,-0.94,-0.96,-0.19,-0.98,-0.78,0.97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.99,0.97,1,1,1,0.97,0.96,1,0.99,-0.39,0.97,0.68,0.12,0.33,-0.57,1,1,1,1,1,1,1,-0.47,0.74,1,1,1,1,1,1,1,0.99,0.71,0.53,-1,-1,-0.7,0,-1,-0.06,-0.85,-0.94,-0.51,-0.72,0.14,-0.68,-0.21,-0.82,1,-0.55,0.63,0.21,0.1,1,-0.73,-0.79,-0.84,-0.79,-0.51,-0.74,-0.36,-0.56,1,-0.61,-0.57
"178-60-0.22",-0.83,-0.85,-0.85,-0.8,-0.99,-0.99,-0.9,-1,-1,-0.56,-0.97,-0.78,0.98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.99,0.99,1,1,1,0.99,0.96,1,0.99,-0.31,0.97,0.8,0.39,0.48,-0.4,1,1,1,1,1,1,1,-0.42,0.68,1,1,1,1,1,1,1,1,0.87,0.77,-1,-1,-0.95,-1,0,-0.1,-0.83,-0.9,-0.63,-0.69,-0.02,-0.66,-0.39,-0.77,1,-0.58,0.31,-0.14,0.12,0.99,-0.7,-0.79,-0.83,-0.76,-0.63,-0.72,-0.47,-0.47,0.98,-0.58,-0.53
"179-100-0.22",0.12,0.21,0.27,0.46,-0.34,0.54,0.7,-0.24,-0.42,-0.34,0.11,0.77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,1,1,1,0.98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.87,1,0.99,0.92,0.98,0.64,1,1,1,1,1,1,1,0.26,0.7,1,1,1,1,1,1,1,1,1,1,0,0.17,-0.39,-0.06,-0.1,0,-0.64,-0.75,-0.21,-0.36,-0.78,-0.34,-0.56,-0.49,0.8,-0.37,-0.08,-0.79,-0.12,0.78,-0.39,-0.57,-0.49,-0.47,-0.5,-0.38,-0.56,-0.3,0.75,-0.17,-0.23
"179-20-0.22",-0.38,-0.28,-0.2,-0.07,-0.47,-0.55,-0.16,-0.63,-0.78,-0.42,-0.76,-0.41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,1,1,1,0.51,1,0.77,0.19,0.69,-0.22,0.99,1,1,1,1,1,1,0.58,0.94,1,1,1,1,1,1,1,0.99,0.96,0.84,-0.66,-0.83,-0.43,-0.85,-0.83,-0.64,0,-1,-0.93,-0.97,-0.55,-0.98,-0.9,-0.97,0.98,-0.97,-0.7,-0.56,-0.93,0.99,-0.99,-0.98,-0.96,-0.97,-0.77,-0.94,-0.85,-1,0.99,-0.96,-0.99
"179-60-0.22",-0.04,-0.02,-0.05,0.16,-0.33,-0.37,0.08,-0.49,-0.97,-0.57,-0.61,0.06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.78,1,0.99,0.81,0.94,0.38,1,1,1,1,1,1,1,0.65,0.97,1,1,1,1,1,1,1,1,1,0.98,-0.66,-0.84,-0.3,-0.94,-0.9,-0.75,-1,0,-0.97,-0.97,-0.29,-0.99,-0.98,-0.98,1,-1,-0.5,-0.57,-0.81,1,-0.99,-1,-0.99,-0.99,-0.93,-0.96,-0.95,-1,1,-0.94,-0.99
"193-100-0.22",0.22,0.11,0.22,0.29,-0.06,-0.01,0.57,-0.12,-0.89,-0.28,-0.02,0.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,0.91,1,1,1,1,1,1,1,0.97,0.98,1,1,1,1,1,1,1,1,1,1,-0.51,-0.27,-0.01,-0.51,-0.63,-0.21,-0.93,-0.97,0,-1,-0.79,-1,-1,-1,0.95,-1,-0.99,-0.61,-0.84,0.99,-1,-1,-1,-1,-1,-1,-0.99,-1,0.99,-1,-1
"193-20-0.22",0.02,0.08,0.08,0.26,-0.12,-0.33,0.13,-0.26,-0.87,-0.24,-0.42,0.22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95,1,1,0.96,1,0.63,1,1,1,1,1,1,1,0.9,0.99,1,1,1,1,1,1,1,1,1,1,-0.45,-0.52,0.16,-0.72,-0.69,-0.36,-0.97,-0.97,-1,0,-0.67,-1,-0.99,-1,0.95,-1,-0.98,-0.47,-0.89,0.99,-1,-1,-1,-1,-1,-1,-0.98,-1,0.99,-1,-1
"193-200-0.22",0.19,0.42,0.48,0.65,-0.25,0.67,0.94,-0.13,-0.52,-0.28,0.2,0.81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,0.92,1,1,1,1,1,1,1,0.97,0.91,1,1,1,1,1,1,1,1,1,1,-0.09,0.39,-0.12,0.14,-0.02,-0.78,-0.55,-0.29,-0.79,-0.67,0,-0.64,-0.98,-0.7,0.08,-0.83,-0.81,-0.83,-0.26,0.48,-0.46,-0.71,-0.73,-0.64,-0.9,-0.59,-0.89,-0.36,0.78,-0.36,-0.39
"193-40-0.22",0.19,0.18,0.15,0.3,-0.04,-0.27,0.25,-0.18,-0.86,-0.16,-0.28,0.38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.97,1,1,0.99,1,0.77,1,1,1,1,1,1,1,0.88,0.99,1,1,1,1,1,1,1,1,1,1,-0.42,-0.51,0.24,-0.68,-0.66,-0.34,-0.98,-0.99,-1,-1,-0.64,0,-0.99,-1,0.98,-1,-0.99,-0.39,-0.97,0.99,-1,-1,-1,-1,-1,-1,-0.97,-1,1,-1,-1
"241-100-0.22",0.21,-0.21,-0.04,-0.08,-0.27,0.08,0.6,-0.07,-0.82,-0.85,0.17,0.78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,0.94,1,1,1,1,1,1,1,0.96,0.88,1,1,1,1,1,1,1,1,1,1,-0.6,-0.03,-0.42,-0.21,-0.39,-0.56,-0.9,-0.98,-1,-0.99,-0.98,-0.99,0,-1,0.41,-1,-0.82,-1,-0.78,0.08,-0.98,-1,-0.98,-0.99,-1,-0.98,-1,-0.99,0.14,-0.97,-0.99
"241-20-0.22",-0.13,-0.14,-0.12,0.04,-0.26,-0.45,-0.08,-0.37,-0.92,-0.42,-0.51,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.87,1,0.99,0.91,0.99,0.45,1,1,1,1,1,1,1,0.8,0.98,1,1,1,1,1,1,1,1,1,1,-0.57,-0.67,0.02,-0.82,-0.77,-0.49,-0.97,-0.98,-1,-1,-0.7,-1,-1,0,0.95,-1,-0.93,-0.57,-0.91,0.99,-1,-1,-1,-1,-1,-1,-1,-1,0.99,-1,-1
"241-200-0.22",1,1,1,1,0.84,1,1,0.99,0.9,0.63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.74,1,1,1,1,0.86,1,1,1,1,0.99,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,0.76,1,1,1,1,0.95,1,1,0.99,1,1,1,1,1,1,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.88,1,1,0.99,1,1,1,1,1,0.84,1,1,0.98,1,1,0.98,0.78,1,1,1,1,1,1,1,1,1,1,0.99,1,0.91,1,1,0.8,0.98,1,0.95,0.95,0.08,0.98,0.41,0.95,0,0.83,0.44,-0.34,0.95,-0.16,0.97,0.91,0.94,0.97,0.59,0.99,0.14,0.98,0.02,0.99,0.98
